"id","id2","año","año2","año3","partido","fecha","fase","grupo","id_grupo","pais","pais_min","xx","xxx","id_jugador","apellido","nombre","xxxx","id_pais_jugador","pais_jugador","pais_jugador_min","tiempo_gol","tiempo_gol2","xxxxx","parte_partido","xxxxxx","xxxxxx"
"108","G-0108","1934","1934 FIFA World Cup","M-1934-07","Sweden v Argentina","1934-05-27","round of 16","not applicable","T-03","Argentina","ARG","0","1","P-03717","Galateo","Alberto","0","T-03","Argentina","ARG","48'","48","0","second half","0","0"
"109","G-0109","1934","1934 FIFA World Cup","M-1934-08","Switzerland v Netherlands","1934-05-27","round of 16","not applicable","T-72","Switzerland","CHE","1","0","P-08185","Kielholz","Leopold","0","T-72","Switzerland","CHE","7'","7","0","first half","0","0"
"110","G-0110","1934","1934 FIFA World Cup","M-1934-08","Switzerland v Netherlands","1934-05-27","round of 16","not applicable","T-72","Switzerland","CHE","1","0","P-08185","Kielholz","Leopold","0","T-72","Switzerland","CHE","43'","43","0","first half","0","0"
"111","G-0111","1934","1934 FIFA World Cup","M-1934-08","Switzerland v Netherlands","1934-05-27","round of 16","not applicable","T-72","Switzerland","CHE","1","0","P-05367","Abegglen","André","0","T-72","Switzerland","CHE","66'","66","0","second half","0","0"
"112","G-0112","1934","1934 FIFA World Cup","M-1934-08","Switzerland v Netherlands","1934-05-27","round of 16","not applicable","T-46","Netherlands","NLD","0","1","P-01717","Smit","Kick","0","T-46","Netherlands","NLD","29'","29","0","first half","0","0"
"113","G-0113","1934","1934 FIFA World Cup","M-1934-08","Switzerland v Netherlands","1934-05-27","round of 16","not applicable","T-46","Netherlands","NLD","0","1","P-05901","Vente","Leen","0","T-46","Netherlands","NLD","69'","69","0","second half","0","0"
"114","G-0114","1934","1934 FIFA World Cup","M-1934-09","Austria v Hungary","1934-05-31","quarter-finals","not applicable","T-05","Austria","AUT","1","0","P-08559","Horvath","Johann","0","T-05","Austria","AUT","8'","8","0","first half","0","0"
"115","G-0115","1934","1934 FIFA World Cup","M-1934-09","Austria v Hungary","1934-05-31","quarter-finals","not applicable","T-05","Austria","AUT","1","0","P-03943","Zischek","Karl","0","T-05","Austria","AUT","51'","51","0","second half","0","0"
"116","G-0116","1934","1934 FIFA World Cup","M-1934-09","Austria v Hungary","1934-05-31","quarter-finals","not applicable","T-34","Hungary","HUN","0","1","P-02366","Sárosi","György","0","T-34","Hungary","HUN","60'","60","0","second half","0","1"
"117","G-0117","1934","1934 FIFA World Cup","M-1934-10","Czechoslovakia v Switzerland","1934-05-31","quarter-finals","not applicable","T-20","Czechoslovakia","CSK","1","0","P-05088","Svoboda","František","0","T-20","Czechoslovakia","CSK","24'","24","0","first half","0","0"
"118","G-0118","1934","1934 FIFA World Cup","M-1934-10","Czechoslovakia v Switzerland","1934-05-31","quarter-finals","not applicable","T-20","Czechoslovakia","CSK","1","0","P-02890","Sobotka","Jiří","0","T-20","Czechoslovakia","CSK","49'","49","0","second half","0","0"
"119","G-0119","1934","1934 FIFA World Cup","M-1934-10","Czechoslovakia v Switzerland","1934-05-31","quarter-finals","not applicable","T-20","Czechoslovakia","CSK","1","0","P-05627","Nejedlý","Oldřich","0","T-20","Czechoslovakia","CSK","82'","82","0","second half","0","0"
"120","G-0120","1934","1934 FIFA World Cup","M-1934-10","Czechoslovakia v Switzerland","1934-05-31","quarter-finals","not applicable","T-72","Switzerland","CHE","0","1","P-08185","Kielholz","Leopold","0","T-72","Switzerland","CHE","18'","18","0","first half","0","0"
"121","G-0121","1934","1934 FIFA World Cup","M-1934-10","Czechoslovakia v Switzerland","1934-05-31","quarter-finals","not applicable","T-72","Switzerland","CHE","0","1","P-06523","Jäggi","Willy","0","T-72","Switzerland","CHE","78'","78","0","second half","0","0"
"122","G-0122","1934","1934 FIFA World Cup","M-1934-11","Germany v Sweden","1934-05-31","quarter-finals","not applicable","T-29","Germany","DEU","1","0","P-04731","Hohmann","Karl","0","T-29","Germany","DEU","60'","60","0","second half","0","0"
"123","G-0123","1934","1934 FIFA World Cup","M-1934-11","Germany v Sweden","1934-05-31","quarter-finals","not applicable","T-29","Germany","DEU","1","0","P-04731","Hohmann","Karl","0","T-29","Germany","DEU","63'","63","0","second half","0","0"
"124","G-0124","1934","1934 FIFA World Cup","M-1934-11","Germany v Sweden","1934-05-31","quarter-finals","not applicable","T-71","Sweden","SWE","0","1","P-01236","Dunker","Gösta","0","T-71","Sweden","SWE","82'","82","0","second half","0","0"
"125","G-0125","1934","1934 FIFA World Cup","M-1934-12","Italy v Spain","1934-05-31","quarter-finals","not applicable","T-39","Italy","ITA","1","0","P-06750","Ferrari","Giovanni","0","T-39","Italy","ITA","44'","44","0","first half","0","0"
"126","G-0126","1934","1934 FIFA World Cup","M-1934-12","Italy v Spain","1934-05-31","quarter-finals","not applicable","T-70","Spain","ESP","0","1","P-03198","Regueiro","Luis","0","T-70","Spain","ESP","30'","30","0","first half","0","0"
"127","G-0127","1934","1934 FIFA World Cup","M-1934-13","Italy v Spain","1934-06-01","quarter-finals","not applicable","T-39","Italy","ITA","1","0","P-03621","Meazza","Giuseppe","0","T-39","Italy","ITA","11'","11","0","first half","0","0"
"128","G-0128","1934","1934 FIFA World Cup","M-1934-14","Czechoslovakia v Germany","1934-06-03","semi-finals","not applicable","T-20","Czechoslovakia","CSK","1","0","P-05627","Nejedlý","Oldřich","0","T-20","Czechoslovakia","CSK","21'","21","0","first half","0","0"
"129","G-0129","1934","1934 FIFA World Cup","M-1934-14","Czechoslovakia v Germany","1934-06-03","semi-finals","not applicable","T-20","Czechoslovakia","CSK","1","0","P-05627","Nejedlý","Oldřich","0","T-20","Czechoslovakia","CSK","69'","69","0","second half","0","0"
"130","G-0130","1934","1934 FIFA World Cup","M-1934-14","Czechoslovakia v Germany","1934-06-03","semi-finals","not applicable","T-20","Czechoslovakia","CSK","1","0","P-05627","Nejedlý","Oldřich","0","T-20","Czechoslovakia","CSK","80'","80","0","second half","0","0"
"131","G-0131","1934","1934 FIFA World Cup","M-1934-14","Czechoslovakia v Germany","1934-06-03","semi-finals","not applicable","T-29","Germany","DEU","0","1","P-08354","Noack","Rudolf","0","T-29","Germany","DEU","62'","62","0","second half","0","0"
"132","G-0132","1934","1934 FIFA World Cup","M-1934-15","Italy v Austria","1934-06-03","semi-finals","not applicable","T-39","Italy","ITA","1","0","P-04599","Guaita","Enrique","0","T-39","Italy","ITA","19'","19","0","first half","0","0"
"133","G-0133","1934","1934 FIFA World Cup","M-1934-16","Germany v Austria","1934-06-07","third-place match","not applicable","T-29","Germany","DEU","1","0","P-09992","Lehner","Ernst","0","T-29","Germany","DEU","1'","1","0","first half","0","0"
"134","G-0134","1934","1934 FIFA World Cup","M-1934-16","Germany v Austria","1934-06-07","third-place match","not applicable","T-29","Germany","DEU","1","0","P-09992","Lehner","Ernst","0","T-29","Germany","DEU","42'","42","0","first half","0","0"
"135","G-0135","1934","1934 FIFA World Cup","M-1934-16","Germany v Austria","1934-06-07","third-place match","not applicable","T-29","Germany","DEU","1","0","P-03649","Conen","Edmund","0","T-29","Germany","DEU","27'","27","0","first half","0","0"
"136","G-0136","1934","1934 FIFA World Cup","M-1934-16","Germany v Austria","1934-06-07","third-place match","not applicable","T-05","Austria","AUT","0","1","P-08559","Horvath","Johann","0","T-05","Austria","AUT","28'","28","0","first half","0","0"
"137","G-0137","1934","1934 FIFA World Cup","M-1934-16","Germany v Austria","1934-06-07","third-place match","not applicable","T-05","Austria","AUT","0","1","P-00993","Sesta","Karl","0","T-05","Austria","AUT","54'","54","0","second half","0","0"
"138","G-0138","1934","1934 FIFA World Cup","M-1934-17","Italy v Czechoslovakia","1934-06-10","final","not applicable","T-39","Italy","ITA","1","0","P-06734","Orsi","Raimundo","0","T-39","Italy","ITA","81'","81","0","second half","0","0"
"139","G-0139","1934","1934 FIFA World Cup","M-1934-17","Italy v Czechoslovakia","1934-06-10","final","not applicable","T-39","Italy","ITA","1","0","P-02250","Schiavio","Angelo","0","T-39","Italy","ITA","95'","95","0","extra time, first half","0","0"
"140","G-0140","1934","1934 FIFA World Cup","M-1934-17","Italy v Czechoslovakia","1934-06-10","final","not applicable","T-20","Czechoslovakia","CSK","0","1","P-02061","Puč","Antonín","0","T-20","Czechoslovakia","CSK","71'","71","0","second half","0","0"
"141","G-0141","1938","1938 FIFA World Cup","M-1938-01","Switzerland v Germany","1938-06-04","round of 16","not applicable","T-72","Switzerland","CHE","1","0","P-05367","Abegglen","André","0","T-72","Switzerland","CHE","43'","43","0","first half","0","0"
"142","G-0142","1938","1938 FIFA World Cup","M-1938-01","Switzerland v Germany","1938-06-04","round of 16","not applicable","T-29","Germany","DEU","0","1","P-01368","Gauchel","Josef","0","T-29","Germany","DEU","29'","29","0","first half","0","0"
"143","G-0143","1938","1938 FIFA World Cup","M-1938-02","Cuba v Romania","1938-06-05","round of 16","not applicable","T-18","Cuba","CUB","1","0","P-05379","Socorro","Héctor","0","T-18","Cuba","CUB","44'","44","0","first half","0","0"
"144","G-0144","1938","1938 FIFA World Cup","M-1938-02","Cuba v Romania","1938-06-05","round of 16","not applicable","T-18","Cuba","CUB","1","0","P-05379","Socorro","Héctor","0","T-18","Cuba","CUB","103'","103","0","extra time, first half","0","0"
"145","G-0145","1938","1938 FIFA World Cup","M-1938-02","Cuba v Romania","1938-06-05","round of 16","not applicable","T-18","Cuba","CUB","1","0","P-01298","Magriñá","José","0","T-18","Cuba","CUB","69'","69","0","second half","0","0"
"146","G-0146","1938","1938 FIFA World Cup","M-1938-02","Cuba v Romania","1938-06-05","round of 16","not applicable","T-58","Romania","ROU","0","1","P-05831","Bindea","Silviu","0","T-58","Romania","ROU","35'","35","0","first half","0","0"
"147","G-0147","1938","1938 FIFA World Cup","M-1938-02","Cuba v Romania","1938-06-05","round of 16","not applicable","T-58","Romania","ROU","0","1","P-01365","Baratky","Iuliu","0","T-58","Romania","ROU","88'","88","0","second half","0","0"
"148","G-0148","1938","1938 FIFA World Cup","M-1938-02","Cuba v Romania","1938-06-05","round of 16","not applicable","T-58","Romania","ROU","0","1","P-08716","Dobay","Ștefan","0","T-58","Romania","ROU","105'","105","0","extra time, first half","0","0"
"149","G-0149","1938","1938 FIFA World Cup","M-1938-03","France v Belgium","1938-06-05","round of 16","not applicable","T-28","France","FRA","1","0","P-06225","Veinante","Émile","0","T-28","France","FRA","1'","1","0","first half","0","0"
"150","G-0150","1938","1938 FIFA World Cup","M-1938-03","France v Belgium","1938-06-05","round of 16","not applicable","T-28","France","FRA","1","0","P-01289","Nicolas","Jean","0","T-28","France","FRA","16'","16","0","first half","0","0"
"151","G-0151","1938","1938 FIFA World Cup","M-1938-03","France v Belgium","1938-06-05","round of 16","not applicable","T-28","France","FRA","1","0","P-01289","Nicolas","Jean","0","T-28","France","FRA","69'","69","0","second half","0","0"
"152","G-0152","1938","1938 FIFA World Cup","M-1938-03","France v Belgium","1938-06-05","round of 16","not applicable","T-06","Belgium","BEL","0","1","P-02231","Isemborghs","Hendrik","0","T-06","Belgium","BEL","38'","38","0","first half","0","0"
"153","G-0153","1938","1938 FIFA World Cup","M-1938-04","Hungary v Dutch East Indies","1938-06-05","round of 16","not applicable","T-34","Hungary","HUN","1","0","P-07816","Kohut","Vilmos","0","T-34","Hungary","HUN","13'","13","0","first half","0","0"
"154","G-0154","1938","1938 FIFA World Cup","M-1938-04","Hungary v Dutch East Indies","1938-06-05","round of 16","not applicable","T-34","Hungary","HUN","1","0","P-07150","Toldi","Géza","0","T-34","Hungary","HUN","15'","15","0","first half","0","0"
"155","G-0155","1938","1938 FIFA World Cup","M-1938-04","Hungary v Dutch East Indies","1938-06-05","round of 16","not applicable","T-34","Hungary","HUN","1","0","P-02366","Sárosi","György","0","T-34","Hungary","HUN","28'","28","0","first half","0","0"
"156","G-0156","1938","1938 FIFA World Cup","M-1938-04","Hungary v Dutch East Indies","1938-06-05","round of 16","not applicable","T-34","Hungary","HUN","1","0","P-02366","Sárosi","György","0","T-34","Hungary","HUN","89'","89","0","second half","0","0"
"157","G-0157","1938","1938 FIFA World Cup","M-1938-04","Hungary v Dutch East Indies","1938-06-05","round of 16","not applicable","T-34","Hungary","HUN","1","0","P-04466","Zsengellér","Gyula","0","T-34","Hungary","HUN","35'","35","0","first half","0","0"
"158","G-0158","1938","1938 FIFA World Cup","M-1938-04","Hungary v Dutch East Indies","1938-06-05","round of 16","not applicable","T-34","Hungary","HUN","1","0","P-04466","Zsengellér","Gyula","0","T-34","Hungary","HUN","76'","76","0","second half","0","0"
"159","G-0159","1938","1938 FIFA World Cup","M-1938-05","Italy v Norway","1938-06-05","round of 16","not applicable","T-39","Italy","ITA","1","0","P-00963","Ferraris","Pietro","0","T-39","Italy","ITA","2'","2","0","first half","0","0"
"160","G-0160","1938","1938 FIFA World Cup","M-1938-05","Italy v Norway","1938-06-05","round of 16","not applicable","T-39","Italy","ITA","1","0","P-08824","Piola","Silvio","0","T-39","Italy","ITA","94'","94","0","extra time, first half","0","0"
"161","G-0161","1938","1938 FIFA World Cup","M-1938-05","Italy v Norway","1938-06-05","round of 16","not applicable","T-51","Norway","NOR","0","1","P-00254","Brustad","Arne","0","T-51","Norway","NOR","83'","83","0","second half","0","0"
"162","G-0162","1938","1938 FIFA World Cup","M-1938-06","Brazil v Poland","1938-06-05","round of 16","not applicable","T-09","Brazil","BRA","1","0","P-03023","Leônidas","not applicable","0","T-09","Brazil","BRA","18'","18","0","first half","0","0"
"163","G-0163","1938","1938 FIFA World Cup","M-1938-06","Brazil v Poland","1938-06-05","round of 16","not applicable","T-09","Brazil","BRA","1","0","P-03023","Leônidas","not applicable","0","T-09","Brazil","BRA","93'","93","0","extra time, first half","0","0"
"164","G-0164","1938","1938 FIFA World Cup","M-1938-06","Brazil v Poland","1938-06-05","round of 16","not applicable","T-09","Brazil","BRA","1","0","P-03023","Leônidas","not applicable","0","T-09","Brazil","BRA","104'","104","0","extra time, first half","0","0"
"165","G-0165","1938","1938 FIFA World Cup","M-1938-06","Brazil v Poland","1938-06-05","round of 16","not applicable","T-09","Brazil","BRA","1","0","P-06138","Romeu","not applicable","0","T-09","Brazil","BRA","25'","25","0","first half","0","0"
"166","G-0166","1938","1938 FIFA World Cup","M-1938-06","Brazil v Poland","1938-06-05","round of 16","not applicable","T-09","Brazil","BRA","1","0","P-00023","Perácio","not applicable","0","T-09","Brazil","BRA","44'","44","0","first half","0","0"
"167","G-0167","1938","1938 FIFA World Cup","M-1938-06","Brazil v Poland","1938-06-05","round of 16","not applicable","T-09","Brazil","BRA","1","0","P-00023","Perácio","not applicable","0","T-09","Brazil","BRA","71'","71","0","second half","0","0"
"168","G-0168","1938","1938 FIFA World Cup","M-1938-06","Brazil v Poland","1938-06-05","round of 16","not applicable","T-55","Poland","POL","0","1","P-08493","Scherfke","Fryderyk","0","T-55","Poland","POL","23'","23","0","first half","0","1"
"169","G-0169","1938","1938 FIFA World Cup","M-1938-06","Brazil v Poland","1938-06-05","round of 16","not applicable","T-55","Poland","POL","0","1","P-00461","Wilimowski","Ernst","0","T-55","Poland","POL","53'","53","0","second half","0","0"
"170","G-0170","1938","1938 FIFA World Cup","M-1938-06","Brazil v Poland","1938-06-05","round of 16","not applicable","T-55","Poland","POL","0","1","P-00461","Wilimowski","Ernst","0","T-55","Poland","POL","59'","59","0","second half","0","0"
"171","G-0171","1938","1938 FIFA World Cup","M-1938-06","Brazil v Poland","1938-06-05","round of 16","not applicable","T-55","Poland","POL","0","1","P-00461","Wilimowski","Ernst","0","T-55","Poland","POL","89'","89","0","second half","0","0"
"172","G-0172","1938","1938 FIFA World Cup","M-1938-06","Brazil v Poland","1938-06-05","round of 16","not applicable","T-55","Poland","POL","0","1","P-00461","Wilimowski","Ernst","0","T-55","Poland","POL","118'","118","0","extra time, second half","0","0"
"173","G-0173","1938","1938 FIFA World Cup","M-1938-07","Czechoslovakia v Netherlands","1938-06-05","round of 16","not applicable","T-20","Czechoslovakia","CSK","1","0","P-01268","Košťálek","Josef","0","T-20","Czechoslovakia","CSK","93'","93","0","extra time, first half","0","0"
"174","G-0174","1938","1938 FIFA World Cup","M-1938-07","Czechoslovakia v Netherlands","1938-06-05","round of 16","not applicable","T-20","Czechoslovakia","CSK","1","0","P-06064","Zeman","Josef","0","T-20","Czechoslovakia","CSK","111'","111","0","extra time, second half","0","0"
"175","G-0175","1938","1938 FIFA World Cup","M-1938-07","Czechoslovakia v Netherlands","1938-06-05","round of 16","not applicable","T-20","Czechoslovakia","CSK","1","0","P-05627","Nejedlý","Oldřich","0","T-20","Czechoslovakia","CSK","118'","118","0","extra time, second half","0","0"
"176","G-0176","1938","1938 FIFA World Cup","M-1938-08","Cuba v Romania","1938-06-09","round of 16","not applicable","T-18","Cuba","CUB","1","0","P-05379","Socorro","Héctor","0","T-18","Cuba","CUB","51'","51","0","second half","0","0"
"177","G-0177","1938","1938 FIFA World Cup","M-1938-08","Cuba v Romania","1938-06-09","round of 16","not applicable","T-18","Cuba","CUB","1","0","P-01184","Fernández","Tomás","0","T-18","Cuba","CUB","57'","57","0","second half","0","0"
"178","G-0178","1938","1938 FIFA World Cup","M-1938-08","Cuba v Romania","1938-06-09","round of 16","not applicable","T-58","Romania","ROU","0","1","P-08716","Dobay","Ștefan","0","T-58","Romania","ROU","35'","35","0","first half","0","0"
"179","G-0179","1938","1938 FIFA World Cup","M-1938-09","Switzerland v Germany","1938-06-09","round of 16","not applicable","T-72","Switzerland","CHE","1","0","P-06459","Walaschek","Eugen","0","T-72","Switzerland","CHE","42'","42","0","first half","0","0"
"180","G-0180","1938","1938 FIFA World Cup","M-1938-09","Switzerland v Germany","1938-06-09","round of 16","not applicable","T-72","Switzerland","CHE","1","0","P-01417","Bickel","Alfred","0","T-72","Switzerland","CHE","64'","64","0","second half","0","0"
"181","G-0181","1938","1938 FIFA World Cup","M-1938-09","Switzerland v Germany","1938-06-09","round of 16","not applicable","T-72","Switzerland","CHE","1","0","P-05367","Abegglen","André","0","T-72","Switzerland","CHE","75'","75","0","second half","0","0"
"182","G-0182","1938","1938 FIFA World Cup","M-1938-09","Switzerland v Germany","1938-06-09","round of 16","not applicable","T-72","Switzerland","CHE","1","0","P-05367","Abegglen","André","0","T-72","Switzerland","CHE","78'","78","0","second half","0","0"
